surname,strength,surname_clean
मिज़ाम,1,मिज़ाम
मिठू,1,मिठू
मित्र,1,मित्र
मित्रा,1,मित्रा
मित्राजल,3,मित्राजल
मित्री,26,मित्री
मिथलेश,1,मिथलेश
मिथिया,1,मिथिया
मिद्त्री,1,मिद्त्री
मिनहाई,1,मिनहाई
मिनहाज,3,मिनहाज
मिनहाज़,1,मिनहाज़
मिन्य,6,मिन्य
मिन्हाज,1,मिन्हाज
मिन्‍्य,2,मिन््य
मिन्‍्हाज,3,मिन््हाज
मिन्‍्हास,1,मिन््हास
मिम्री,1,मिम्री
मिय,2,मिय
मियं,1,मियं
मियन,3,मियन
मिया,806,मिया
मियाँ,3204,मियाँ
मियाँ1,1,मियाँ
मियाँठि,1,मियाँठि
मियां,1301,मियां
मियांए,1,मियांए
मियान,2,मियान
मियाम,1,मियाम
मियाीँ,1,मियाीँ
मियीँ,3,मियीँ
मियीं,1,मियीं
मियुआ,1,मियुआ
मिय्हन,1,मिय्हन
मिरयीँ,5,मिरयीँ
मिर्ज़ा,1,मिर्ज़ा
मिर्जा,3,मिर्जा
मिर्धा,1,मिर्धा
मिर्ननी,2,मिर्ननी
मिर्य,1,मिर्य
मिर्या,1,मिर्या
मिशत्री,1,मिशत्री
मिशा,2,मिशा
मिश्त्री,53,मिश्त्री
मिश्र,60,मिश्र
मिश्रा,175,मिश्रा
मिश्री,26,मिश्री
मिस,1,मिस
मिसत्री,22,मिसत्री
मिसयान,1,मिसयान
मिसरा,15,मिसरा
मिसरी,1,मिसरी
मिसश्री,1,मिसश्री
मिसाल,1,मिसाल
मिसी,1,मिसी
मिसूती,1,मिसूती
मिस्टर,8,मिस्टर
मिस्टी,2,मिस्टी
मिस्ट्री,3,मिस्ट्री
मिस्तरी,1,मिस्तरी
मिस्ती,3,मिस्ती
मिस्त्र,2,मिस्त्र
मिस्त्रार,1,मिस्त्रार
मिस्त्री,7199,मिस्त्री
मिस्त्रीदू,1,मिस्त्रीदू
मिस्त्रौ,1,मिस्त्रौ
मिस्त्र८,1,मिस्त्र
मिस्ननी,2,मिस्ननी
मिस्नन्‍्नी,2,मिस्नन््नी
मिस्न्नी,1,मिस्न्नी
मिस्न्‍नी,3,मिस्न्नी
मिस्न्‍्नी,4,मिस्न््नी
मिस्याँ,1,मिस्याँ
मिस्र,2,मिस्र
मिस्रती,1,मिस्रती
मिस्री,8,मिस्री
मिहा,1,मिहा
मि्यीं,1,मि्यीं
मी,1,मी
मीनहाजुदीन,1,मीनहाजुदीन
मीय,1,मीय
मीयन,1,मीयन
मीया,21,मीया
मीयाँ,1,मीयाँ
मीयां,1,मीयां
मीयान,2,मीयान
मीस्त्री,1,मीस्त्री
मुंडा,2,मुंडा
मुअज्जम,1,मुअज्जम
मुईया,1,मुईया
मुकीम,2,मुकीम
मुकुल,5,मुकुल
मुकुला,1,मुकुला
मुकेश,1,मुकेश
मुक्तार,1,मुक्तार
मुखतार,14,मुखतार
मुखत्तार,1,मुखत्तार
मुखलिस,1,मुखलिस
मुख्तार,21,मुख्तार
मुजफ्फर,1,मुजफ्फर
मुजामत,1,मुजामत
मुजीब,2,मुजीब
मुतर्जा,1,मुतर्जा
मुताज,1,मुताज
मुतुर्जा,3,मुतुर्जा
मुदगल,1,मुदगल
मुदन,2,मुदन
मुनअम,1,मुनअम
मुनि,2,मुनि
मुनी,5,मुनी
मुन्ना,10,मुन्ना
मुन्नान,1,मुन्नान
मुन्नाबीस,1,मुन्नाबीस
मुन्शी,2,मुन्शी
मुबारक,1,मुबारक
मुबीनउद्दीन,1,मुबीनउद्दीन
मुमताज,29,मुमताज
मुमताज़,5,मुमताज़
मुमताजुद्दीन,1,मुमताजुद्दीन
मुमान,1,मुमान
मुम्ताज,1,मुम्ताज
मुरतजजा,1,मुरतजजा
मुरतजा,1,मुरतजा
मुरतर्जी,1,मुरतर्जी
मुरमु,14,मुरमु
मुरमुर,3,मुरमुर
मुरमू,1,मुरमू
मुरसठिलम,4,मुरसठिलम
मुरसिद,2,मुरसिद
मुराद,1,मुराद
मुरारी,4,मुरारी
मुर्तजा,11,मुर्तजा
मुर्तीज़ा,1,मुर्तीज़ा
मुर्तुँजा,1,मुर्तुँजा
मुर्तुज़ा,1,मुर्तुज़ा
मुर्तुजा,2,मुर्तुजा
मुर्म,3,मुर्म
मुर्मु,5,मुर्मु
मुर्मू,6,मुर्मू
मुर्शरफ,1,मुर्शरफ
मुर्शवा,1,मुर्शवा
मुर्स0लम,2,मुर्सलम
मुर्सरफ,1,मुर्सरफ
मुला,79,मुला
मुल्लह,1,मुल्लह
मुल्ला,13,मुल्ला
मुशताक,2,मुशताक
मुशलिम,2,मुशलिम
मुशहर,1,मुशहर
मुशिद,1,मुशिद
मुश्ताक,7,मुश्ताक
मुश्ताकआलम,1,मुश्ताकआलम
मुश्लिम,1,मुश्लिम
मुष्ा,1,मुष्ा
मुसठिलम,2,मुसठिलम
मुसतकरी,1,मुसतकरी
मुसतकीर,1,मुसतकीर
मुसतफा,1,मुसतफा
मुसताक,1,मुसताक
मुसलिम,15,मुसलिम
मुसलीम,9,मुसलीम
मुसहर,20,मुसहर
मुसा,14,मुसा
मुसाफिर,1,मुसाफिर
मुसाहैब,1,मुसाहैब
मुसिलम,2,मुसिलम
मुसिल्म,1,मुसिल्म
मुस्कान,1,मुस्कान
मुस्किम,1,मुस्किम
मुस्तकिम,2,मुस्तकिम
मुस्तकीम,31,मुस्तकीम
मुस्तकील,1,मुस्तकील
मुस्तफ,2,मुस्तफ
मुस्तफता,1,मुस्तफता
मुस्तफ़ा,15,मुस्तफ़ा
मुस्तफा,52,मुस्तफा
मुस्ताक,46,मुस्ताक
मुस्ताक़,3,मुस्ताक़
मुस्ताफ,1,मुस्ताफ
मुस्तिका,1,मुस्तिका
मुस्तुफा,1,मुस्तुफा
मुस्फ़्त,1,मुस्फ़्त
मुस्लिम,101,मुस्लिम
मुस्लीम,16,मुस्लीम
मुहमद,1,मुहमद
मुहम्मद,14,मुहम्मद
मुहसिन,1,मुहसिन
मु्श्दी,1,मु्श्दी
मूंन,1,मूंन
मूरमू,1,मूरमू
मूर्ति,2,मूर्ति
मूल,1,मूल
मूला,19,मूला
मूसा,8,मूसा
मेंझी,1,मेंझी
मेनहाजुदीन,1,मेनहाजुदीन
मेराज,10,मेराज
मेराजुद्दीन,1,मेराजुद्दीन
मेला,1,मेला
मेहता,118,मेहता
मेहतों,1,मेहतों
मेहथा,2,मेहथा
मेहरा,1,मेहरा
मैनान,1,मैनान
मैराज,17,मैराज
मैराजउदीन,2,मैराजउदीन
मैहता,19,मैहता
मैहथा,1,मैहथा
मैहरा,1,मैहरा
मैहाता,1,मैहाता
मॉँझी,220,मॉँझी
मॉँझ्ञी,1,मॉँझ्ञी
मॉज्ञी,4,मॉज्ञी
मॉझञी,1,मॉझञी
मॉझी,95,मॉझी
मॉझीएू,1,मॉझीएू
मॉझ्ञी,1,मॉझ्ञी
मॉफी,2,मॉफी
मो,8,मो
मो.,5,मो
मोअज़्जम,1,मोअज़्जम
मोअज़्ज़म,3,मोअज़्ज़म
मोअज्जम,1,मोअज्जम
मोआरिफ,1,मोआरिफ
मोआरीफ,1,मोआरीफ
मोइउदीन,1,मोइउदीन
मोइज,4,मोइज
मोइजउद्दीन,1,मोइजउद्दीन
मोइज़,1,मोइज़
मोइज़े,1,मोइज़े
मोइजुद्दीन,1,मोइजुद्दीन
मोइन,8,मोइन
मोइनउदीन,2,मोइनउदीन
मोइनउद्दीन,1,मोइनउद्दीन
मोइम,4,मोइम
मोईं,2,मोईं
मोईज,1,मोईज
मोईन,8,मोईन
मोईनुद्दीन,1,मोईनुद्दीन
मोईम,1,मोईम
मोई्ज़ा,1,मोई्ज़ा
मोकादर,1,मोकादर
मोकिज,1,मोकिज
मोकितन,1,मोकितन
मोकिम,7,मोकिम
मोकीन,1,मोकीन
मोकीम,7,मोकीम
मोकीव,1,मोकीव
मोखतार,11,मोखतार
मोखोँ,1,मोखोँ
मोख्तार,14,मोख्तार
मोचि,1,मोचि
मोची,826,मोची
मोजजिर,1,मोजजिर
मोजफफर,1,मोजफफर
मोजफर,1,मोजफर
मोजफ्फर,3,मोजफ्फर
मोजमिन,1,मोजमिन
मोज़फ्फर,1,मोज़फ्फर
मोजासिम,2,मोजासिम
मोजासीम,1,मोजासीम
मोजाहिद,5,मोजाहिद
मोजाहिर,1,मोजाहिर
मोजाहीद,2,मोजाहीद
मोजाहीर,2,मोजाहीर
मोजिद,1,मोजिद
मोजिबी,2,मोजिबी
मोजिवी,1,मोजिवी
मोजीब,6,मोजीब
मोजील,1,मोजील
मोज्फ्फर,1,मोज्फ्फर
मोझ,1,मोझ
मोझी,1,मोझी
मोझ्ञी,1,मोझ्ञी
मोझ्ी,1,मोझ्ी
मोदासिर,1,मोदासिर
मोदी,105,मोदी
मोनजीर,1,मोनजीर
मोनाजिर,13,मोनाजिर
मोनाजीर,6,मोनाजीर
मोनी,1,मोनी
मोफिज,4,मोफिज
मोफिद,6,मोफिद
मोफिया,1,मोफिया
मोफीज,2,मोफीज
मोफीद,1,मोफीद
मोबदीन,1,मोबदीन
मोबराक,1,मोबराक
मोबारक,2,मोबारक
मोबिन,9,मोबिन
मोबीन,6,मोबीन
मोमी,1,मोमी
मोयज्जम,1,मोयज्जम
मोया,1,मोया
मोरजाफर,1,मोरजाफर
मोरताब,1,मोरताब
मोर्य,1,मोर्य
मोली,1,मोली
मोवारक,1,मोवारक
मोविन,1,मोविन
मोवीन,2,मोवीन
मोश्री,1,मोश्री
मोसरफ,1,मोसरफ
मोसाहब,1,मोसाहब
मोसाहैब,1,मोसाहैब
मोसिम,5,मोसिम
मोसीम,2,मोसीम
मोसैम,1,मोसैम
मोस्तकीम,1,मोस्तकीम
मोस्तार,1,मोस्तार
मोस्लिम,1,मोस्लिम
मोहन,34,मोहन
मोहमद,43,मोहमद
मोहममद,2,मोहममद
मोहमम्द,3,मोहमम्द
मोहम्द,5,मोहम्द
मोहम्मद,158,मोहम्मद
मोहसिन,7,मोहसिन
मोहसीन,10,मोहसीन
मोहामद,1,मोहामद
मोहासीन,1,मोहासीन
मोहिब,4,मोहिब
मोहिसीन,1,मोहिसीन
मोहीनुदीन,1,मोहीनुदीन
मोहीब,3,मोहीब
मोहीव,1,मोहीव
मोहीवउदीन,1,मोहीवउदीन
मोौची,3,मोौची
मो०,12,मो
मौकिम,1,मौकिम
मौकीम,3,मौकीम
मौक्रम,1,मौक्रम
मौची,218,मौची
मौचीर,1,मौचीर
मौचो,2,मौचो
मौजिद,1,मौजिद
मौजी,1,मौजी
मौज्ञी,1,मौज्ञी
मौतिन,1,मौतिन
मौदी,20,मौदी
मौनाजीर,1,मौनाजीर
मौनीर,1,मौनीर
मौबारक,1,मौबारक
मौबिन,1,मौबिन
मौमिन,1,मौमिन
मौया,1,मौया
मौरी,1,मौरी
मौर्य,1,मौर्य
मौवारक,2,मौवारक
मौवारख,1,मौवारख
मौविन,1,मौविन
मौवीन,1,मौवीन
मौसाहेब,1,मौसाहेब
मौहमद,3,मौहमद
मौोहमद,2,मौोहमद
म्यिया,4,म्यिया
म्रांझी,1,म्रांझी
म्सित्री,1,म्सित्री
म्स्त्री,1,म्स्त्री
म॑झियान,1,म॑झियान
म॑पियान,1,म॑पियान
यकीन,6,यकीन
यकुफ़,1,यकुफ़
यकुब,1,यकुब
यकुव,1,यकुव
यक्ुब,1,यक्ुब
यदब,4,यदब
यदय,2,यदय
यदव,25,यदव
यदाव,44,यदाव
यदावू,2,यदावू
यदुवेंदु,1,यदुवेंदु
यद्व,1,यद्व
यद्वा,4,यद्वा
यद्वाव,1,यद्वाव
ययादव,1,ययादव
यहमा,3,यहमा
यहया,3,यहया
या,1,या
याक़ुओब,3,याक़ुओब
याकिम,1,याकिम
याकुब,12,याकुब
याकुव,4,याकुव
याकूब,4,याकूब
याकृब,4,याकृब
याकृव,1,याकृव
याक्रूब,1,याक्रूब
याक्ुऔब,1,याक्ुऔब
यागव,1,यागव
याग्वट,1,याग्वट
याद,5,याद
यादउव,1,यादउव
यादच,3,यादच
यादचव,1,यादचव
यादत,1,यादत
यादप,1,यादप
यादब,5,यादब
यादबेंदु,1,यादबेंदु
यादव,42857,यादव
यादव',1,यादव
यादवं,1,यादवं
यादवउ,3,यादवउ
यादवण,2,यादवण
यादवप,1,यादवप
यादवयादव,1,यादवयादव
यादवर,1,यादवर
यादवश,1,यादवश
यादवा,1,यादवा
यादवि,7,यादवि
यादवु,1,यादवु
यादवृ,3,यादवृ
यादवेन्दु,6,यादवेन्दु
यादवेन्दू,1,यादवेन्दू
यादवेन्द्र,1,यादवेन्द्र
यादव्‌,2,यादव्
यायदव,1,यायदव
याव,2,याव
यावद,2,यावद
यावादा,1,यावादा
यावाव,2,यावाव
याशीन,2,याशीन
यासिन,8,यासिन
यासीन,38,यासीन
यासीम,1,यासीम
याह,2,याह
याहृव,1,याहृव
यु,1,यु
युगेश,1,युगेश
युनिस,2,युनिस
युनु,1,युनु
युनुश,2,युनुश
युनुस,32,युनुस
युनूस,2,युनूस
युसुफ,17,युसुफ
युसुफु,1,युसुफु
युसूफ,1,युसूफ
युसूफ़,1,युसूफ़
यूनुस,7,यूनुस
यूनूस,6,यूनूस
यूम,1,यूम
यूमहतो,1,यूमहतो
यूसुफ़,4,यूसुफ़
येहसन,1,येहसन
य्टदाव,1,य्टदाव
य्दव,4,य्दव
र,5,र
रंगरेज,3,रंगरेज
रंगरेजा,6,रंगरेजा
रंजक,3,रंजक
रंजन,151,रंजन
रआजाद,1,रआजाद
रइश,1,रइश
रइस,1,रइस
रईस,14,रईस
रउत,6,रउत
रउफ,34,रउफ
रउफ़,1,रउफ़
रऊफ,16,रऊफ
रकक,1,रकक
रकीब,2,रकीब
रकीम,2,रकीम
रकीव,1,रकीव
रक्ष,1,रक्ष
रख,1,रख
रचना,1,रचना
रज,1,रज
रजक,1233,रजक
रजनीष,1,रजनीष
रजबार,3,रजबार
रजवंशी,10,रजवंशी
रजवार,324,रजवार
रजवों,1,रजवों
रज़क,1,रज़क
रज़क़,18,रज़क़
रज़ाक,1,रज़ाक
रज़ाक़,11,रज़ाक़
रज़ाक़र,4,रज़ाक़र
रज़ाक्र,1,रज़ाक्र
रजा,21,रजा
रजाक,105,रजाक
रजात,1,रजात
रजी,2,रजी
रजौली,1,रजौली
रज्जाक,20,रज्जाक
रज्जाद,1,रज्जाद
रणविजय,1,रणविजय
रतन,1,रतन
रतनेश,5,रतनेश
रत्तनेश,1,रत्तनेश
रत्न,1,रत्न
रत्नेश,3,रत्नेश
रन,1,रन
रना,3,रना
रनिं,1,रनिं
रपन,1,रपन
रपव,1,रपव
रफ,1,रफ
रफ़ी,1,रफ़ी
रफ़ीक,4,रफ़ीक
रफ़ीफ़,1,रफ़ीफ़
रफिक,3,रफिक
रफिद,1,रफिद
रफी,2,रफी
रफीक,75,रफीक
रफीज,1,रफीज
रफीव,1,रफीव
रफू,2,रफू
रब,8,रब
रबानी,11,रबानी
रबिदास,30,रबिदास
रबिदासं,1,रबिदासं
रबी,1,रबी
रब्दास,1,रब्दास
रब्बनी,1,रब्बनी
रब्बानी,20,रब्बानी
रब्बाबू,1,रब्बाबू
रब्रान,1,रब्रान
रम,11,रम
रमज़ान,1,रमज़ान
रमजान,9,रमजान
रमजानी,1,रमजानी
रमजु,1,रमजु
रमण,2,रमण
रमणी,4,रमणी
रमन,3,रमन
रमनु,1,रमनु
रमा,12,रमा
रमानी,19,रमानी
रमिन,2,रमिन
रय,1,रय
रराजवंशी,1,रराजवंशी
रव,1,रव
रवदास,1,रवदास
रवात,1,रवात
रवानी,30,रवानी
रवि,28,रवि
रविदवसु,1,रविदवसु
रविदस,17,रविदस
रविदा,3,रविदा
रविदाव्स,1,रविदाव्स
रविदाश,27,रविदाश
रविदास,5251,रविदास
रविदासस,1,रविदासस
रविदासि,1,रविदासि
रविशाफ्र,1,रविशाफ्र
रवीदाश,4,रवीदाश
रवीदास,13,रवीदास
रव्बानी,1,रव्बानी
रव्वानी,1,रव्वानी
रशिद,1,रशिद
रशीद,70,रशीद
रशुल,13,रशुल
रस,1,रस
रसिद,1,रसिद
रसीद,103,रसीद
रसुल,65,रसुल
रसुला,1,रसुला
रसुलें,1,रसुलें
रसूल,36,रसूल
रहबर,1,रहबर
रहमत,4,रहमत
रहमन,1,रहमन
रहमान,168,रहमान
रहमानी,2,रहमानी
रहयान,1,रहयान
रहवाल,1,रहवाल
रहिम,1,रहिम
रही,1,रही
रहीम,18,रहीम
रहीश,1,रहीश
रहुफ,1,रहुफ
रहुफ़,1,रहुफ़
रहूफ,1,रहूफ
रहृबानी,1,रहृबानी
राइ,2,राइ
राइन,12,राइन
राईन,38,राईन
राईम,1,राईम
राईस,2,राईस
राउट,1,राउट
राउत,852,राउत
राउल,1,राउल
राउि,1,राउि
राऊत,885,राऊत
राकिब,1,राकिब
राकिम,2,राकिम
राकेश,1,राकेश
राको,1,राको
रागिब,1,रागिब
राज,79,राज
राजंवंशी,3,राजंवंशी
राजंवशी,7,राजंवशी
राजअवधेश,2,राजअवधेश
राजक,14,राजक
राजन,2,राजन
राजनक,1,राजनक
राजबंत्री,1,राजबंत्री
राजबंशी,481,राजबंशी
राजबंसी,46,राजबंसी
राजबन्सी,43,राजबन्सी
राजबशी,5,राजबशी
राजबशीं,2,राजबशीं
राजबार,3,राजबार
राजवंधी,1,राजवंधी
राजवंश,9,राजवंश
राजवंशही,1,राजवंशही
राजवंशी,5844,राजवंशी
राजवंशीएु,2,राजवंशीएु
राजवंशीक,1,राजवंशीक
राजवंसी,64,राजवंसी
राजवनी,1,राजवनी
राजवशी,17,राजवशी
राजवशीं,1,राजवशीं
राजवांशी,3,राजवांशी
राजवार,53,राजवार
राजवी,3,राजवी
राजवीं,1,राजवीं
राजवुंशी,2,राजवुंशी
राजवेंशी,1,राजवेंशी
राजसंशी,1,राजसंशी
राजा,5,राजा
राजाक,1,राजाक
राजाबंशी,1,राजाबंशी
राजावर,1,राजावर
राजिक,2,राजिक
राजी,1,राजी
राजीव,1,राजीव
राजु,1,राजु
राजू,4,राजू
राजेश,1,राजेश
राज्फ्वंशी,1,राज्फ्वंशी
राज्वंशी,41,राज्वंशी
राज्वंसी,15,राज्वंसी
राज्वबंसी,1,राज्वबंसी
राज्वशी,5,राज्वशी
राज्वस्न्ही,2,राज्वस्न्ही
राज्वाब्सी,1,राज्वाब्सी
राज्वाल्‍्शी,1,राज्वाल््शी
राज॑वशी,4,राज॑वशी
राणा,7,राणा
राणे,7,राणे
रात,3,रात
राना,2,राना
रानी,2,रानी
रापाकाश्यपैय,1,रापाकाश्यपैय
राम,18407,राम
राम],1,राम
रामउ,2,रामउ
रामकेला,1,रामकेला
रामगढ़,1,रामगढ़
रामघनी,1,रामघनी
रामजनी,1,रामजनी
रामदिया,1,रामदिया
रामदेव,1,रामदेव
रामन,1,रामन
रामप्रसाद,2,रामप्रसाद
रामराम,1,रामराम
रामलखन,1,रामलखन
रामवंशी,1,रामवंशी
रामश,1,रामश
रामस्त,3,रामस्त
रामा,1,रामा
रामि,1,रामि
रामी,2,रामी
रामू,1,रामू
रामृ,2,रामृ
राय,1469,राय
रायन,1,रायन
रायरावत,1,रायरावत
राव,6,राव
रावंशी,3,रावंशी
रावजंशी,1,रावजंशी
रावत,756,रावत
रावन,1,रावन
रावम,2,रावम
राविंदस,1,राविंदस
राविदाश,1,राविदाश
राविदास,4,राविदास
राशीद,2,राशीद
रासबानी,1,रासबानी
रासिद,1,रासिद
राहत,1,राहत
राही,1,राही
राहुल,2,राहुल
रिंकू,1,रिंकू
रिएँ,2,रिएँ
रिऐ,1,रिऐ
रिखियासन,1,रिखियासन
रिजवान,36,रिजवान
रिजवी,11,रिजवी
रिज़वान,4,रिज़वान
रिज़वाना,1,रिज़वाना
रिज़वी,1,रिज़वी
रिजिवी,1,रिजिवी
रिया,1,रिया
रियाज,11,रियाज
रियाजउदीन,1,रियाजउदीन
रियाज़,8,रियाज़
रियासत,2,रियासत
रिवदास,7,रिवदास
रीजवान,1,रीजवान
रुत,1,रुत
रुलाम,1,रुलाम
रुसतम,1,रुसतम
रुस्तम,5,रुस्तम
रूकनउदीन,2,रूकनउदीन
रूकनउद्दीन,1,रूकनउद्दीन
रूढ,1,रूढ
रूद्र,2,रूद्र
रूवानी,1,रूवानी
रूस्तम,3,रूस्तम
रे,1,रे
रेंजन,1,रेंजन
रेक,1,रेक
रेजवी,1,रेजवी
रेजा,1,रेजा
रेठवया,1,रेठवया
रेत,1,रेत
रेन,2,रेन
रेयाज,18,रेयाज
रेयाजउदीन,1,रेयाजउदीन
रेयाजउद्दीन,1,रेयाजउद्दीन
रेयाज़,2,रेयाज़
रेयान,1,रेयान
रेयाल,1,रेयाल
रेहान,2,रेहान
रैन,1,रैन
रैयाज,10,रैयाज
रॉउट,1,रॉउट
रॉम,2,रॉम
रॉय,15,रॉय
रोय,1,रोय
रोशन,1,रोशन
रोहित,1,रोहित
रौउट,2,रौउट
रौफ,3,रौफ
रौशन,10,रौशन
रौशा,1,रौशा
र्‌ठैठाकुर,1,र्ठैठाकुर
लइक,1,लइक
लईक,2,लईक
लखंद्र,1,लखंद्र
लखन,2,लखन
लतीफ,43,लतीफ
लतीफ़,2,लतीफ़
लमाबाला,1,लमाबाला
लला,1,लला
लहँरी,1,लहँरी
लहकार,5,लहकार
लहरी,3,लहरी
लहसन,1,लहसन
लहाकर,2,लहाकर
लहेरी,13,लहेरी
लहैरी,9,लहैरी
ला,1,ला
लाईक,1,लाईक
लाम,2,लाम
लाल,1297,लाल
लालमहतौ,1,लालमहतौ
लालहलबाई,1,लालहलबाई
लाला,1,लाला
लिंग,3,लिंग
लुकमान,2,लुकमान
लेकायत,1,लेकायत
लेहरी,1,लेहरी
लोदी,3,लोदी
लोरैनस,1,लोरैनस
लोहर,1,लोहर
लोहाकी,1,लोहाकी
लोहानी,1,लोहानी
लोहार,9,लोहार
लौहार,1,लौहार
व,7,व
वँसी,1,वँसी
वंश,1,वंश
वंशकारी,1,वंशकारी
वंशी,205,वंशी
वंसकारी,1,वंसकारी
वंसल,1,वंसल
वंसी,83,वंसी
वकिल,1,वकिल
वकील,9,वकील
वकुएस,3,वकुएस
वकृ7स,1,वकृस
वक्‌?श,2,वक्श
वक्‌?स,2,वक्स
वक्‌शश,2,वक्शश
वक्‍्श,1,वक््श
वक्‍्स,7,वक््स
वख्श,3,वख्श
वख्स,1,वख्स
वचन,1,वचन
वछ,1,वछ
वजीर,1,वजीर
वजीव,1,वजीव
वजुल्हक,1,वजुल्हक
वट,55,वट
वणवाल,1,वणवाल
वतस,1,वतस
वत्स,2,वत्स
वत्सयायन,1,वत्सयायन
वदूद,3,वदूद
वफ़ा,1,वफ़ा
वरइ,2,वरइ
वरई,13,वरई
वरकात,5,वरकात
वरणवाल,1,वरणवाल
वरमा,7,वरमा
वरसी,1,वरसी
वरेठैथ,1,वरेठैथ
वरैय,8,वरैय
वरैया,1,वरैया
वर्णमाल,1,वर्णमाल
वर्णवाल,32,वर्णवाल
वर्णावाल,1,वर्णावाल
वर्मा,469,वर्मा
वर्मा.,5,वर्मा
वर्मृ,1,वर्मृ
वर॑य,1,वर॑य
वलल्‍्स,1,वलल््स
वलाल,1,वलाल
वली,3,वली
वशर,4,वशर
वशिष्ट,2,वशिष्ट
वशी,1,वशी
वशीर,1,वशीर
वसारत,2,वसारत
वसी,2,वसी
वसीम,15,वसीम
वसीमसिद्धकी,1,वसीमसिद्धकी
वसीर,9,वसीर
वहाब,2,वहाब
वहाव,3,वहाव
वहावे,1,वहावे
वहीद,4,वहीद
वाणी,1,वाणी
वादिक,1,वादिक
वारसा,1,वारसा
वारसि,1,वारसि
वारसी,6,वारसी
वारिक,12,वारिक
वारिके,1,वारिके
वारिस,4,वारिस
वारी,7,वारी
वारीक,13,वारीक
वारीश,2,वारीश
वारेसी,1,वारेसी
वार्नवाल,2,वार्नवाल
वाली,1,वाली
वासरी,1,वासरी
वासिम,5,वासिम
वासीम,1,वासीम
वासुदेव,2,वासुदेव
वासूदेव,1,वासूदेव
वाहव,1,वाहव
वाहिद,13,वाहिद
वाहीद,8,वाहीद
वि,1,वि
विकाश,1,विकाश
विको,1,विको
विक्रम,3,विक्रम
विक्रमा,1,विक्रमा
विघार्थी,1,विघार्थी
विजय,2,विजय
विजेता,2,विजेता
विदयार्थी,1,विदयार्थी
विदास,1,विदास
विद्याब्रत,1,विद्याब्रत
विद्यार्थ,2,विद्यार्थ
विद्यार्थि,2,विद्यार्थि
विद्यार्थी,11,विद्यार्थी
विद्यार्दी,1,विद्यार्दी
विधर्थी,1,विधर्थी
विधा,1,विधा
विधातॉई,1,विधातॉई
विधारती,1,विधारती
विधारर्थि,1,विधारर्थि
विधार्थी,6,विधार्थी
विनस,1,विनस
विनोद,1,विनोद
विपिन,1,विपिन
विपीन,3,विपीन
विभु,1,विभु
विमल,2,विमल
वियोगी,5,वियोगी
विरहोर,9,विरहोर
विरहोरीन,1,विरहोरीन
विरहौर,4,विरहौर
विरहौरीन,1,विरहौरीन
विवेक,1,विवेक
विशकर्मा,32,विशकर्मा
विशक्कर्मा,6,विशक्कर्मा
विशर्कमा,1,विशर्कमा
विशवकर्म,1,विशवकर्म
विशवकर्मा,33,विशवकर्मा
विशव्कर्मा,1,विशव्कर्मा
विश्कर्मा,19,विश्कर्मा
विश्क्रम,1,विश्क्रम
विश्क्रमा,3,विश्क्रमा
विश्व,2,विश्व
विश्वकमा,1,विश्वकमा
विश्वकमार,1,विश्वकमार
विश्वकरमा,1,विश्वकरमा
विश्वकर्म,2,विश्वकर्म
विश्वकर्मा,822,विश्वकर्मा
विश्वकामा,1,विश्वकामा
विश्वकार्म,1,विश्वकार्म
विश्वक्रमा,1,विश्वक्रमा
विश्वरकर्मा,1,विश्वरकर्मा
विश्वर्कमा,2,विश्वर्कमा
विश्वर्मा,1,विश्वर्मा
विश्वाकर्मा,24,विश्वाकर्मा
विश्वूएगकर्मा,1,विश्वूएगकर्मा
विश्वूएाकर्मा,2,विश्वूएाकर्मा
विश्वूदाकर्मा,3,विश्वूदाकर्मा
विश्वृएाकर्मा,1,विश्वृएाकर्मा
विश्वृछाकर्मा,4,विश्वृछाकर्मा
विश्वृदाकर्मा,1,विश्वृदाकर्मा
विश्वृफाकर्मा,2,विश्वृफाकर्मा
विश्व्‌/,1,विश्व्
विश्व्‌0,1,विश्व्
विश्व्‌कर्मा,1,विश्व्कर्मा
विश्व्‌जकर्मा,1,विश्व्जकर्मा
विश्व्‌ाकर्मा,3,विश्व्ाकर्मा
विश्व्‌८,1,विश्व्
विस्कर्मा,11,विस्कर्मा
विस्क्रमा,1,विस्क्रमा
विस्वकर्मा,5,विस्वकर्मा
विस्व्कर्मा,2,विस्व्कर्मा
विहरी,1,विहरी
विहारी,7,विहारी
वीमल,1,वीमल
वीर,7,वीर
वुरिया,1,वुरिया
वृत्र,1,वृत्र
वेगम,1,वेगम
वेलाल,1,वेलाल
वेसर,2,वेसर
वेसरा,2,वेसरा
वैभव,1,वैभव
वैलदार,1,वैलदार
वैलाल,1,वैलाल
वैसरा,2,वैसरा
वौर,1,वौर
व्ट्,1,व्ट्
शंकर,69,शंकर
शकर,1,शकर
शकिब,1,शकिब
शकिल,1,शकिल
शकीब,1,शकीब
शकीर,1,शकीर
शकील,32,शकील
शकीला,1,शकीला
शकुर,32,शकुर
शकूर,9,शकूर
शक्ति,1,शक्ति
शक्रील,1,शक्रील
शगीर,1,शगीर
शदीक,1,शदीक
शदूद,1,शदूद
शप58,1,शप
शफ़ीक्र,4,शफ़ीक्र
शफी,1,शफी
शफीउद्वीन,1,शफीउद्वीन
